alpha_E,time_to_M_gt_0p40_s,M_r_final,H_e_final
0.2,2.47,0.9040867822248277,-0.5147851769214445
0.4,2.2800000000000002,0.9220107275382528,-0.7136195832553657
0.6,2.23,0.9368191849186203,-0.9124539895892902
